1	0.523199722367
101	0.587289606108
201	0.626427208051
301	0.637393718549
401	0.636838452195
500	0.663300364394
1000	0.681225056394
1500	0.696685753948
2000	0.702273121638
2500	0.704060385216
3000	0.709829949679
3500	0.71041992018
4000	0.71185146625
4500	0.713274336283
5000	0.715538781884
5500	0.713465209092
6000	0.716727398924
6500	0.717135172653
7000	0.718957140378
7500	0.718020128405
8000	0.720406038522
8500	0.72149054312
9000	0.720232517786
9500	0.719408294291
10000	0.719555786917
10500	0.722748568454
11000	0.720883220545
11500	0.720492798889
12000	0.721343050495
12500	0.721655387819
13000	0.722496963387
13500	0.723234426514
14000	0.722965469374
14500	0.72146451501
15000	0.721638035745
15500	0.723095609925
16000	0.722410203019
16500	0.723321186882
17000	0.7221933021
17500	0.723008849558
18000	0.724058650009
18500	0.723659552317
19000	0.722549019608
19500	0.722870032969
20000	0.72273121638
20500	0.723928509457
21000	0.721533923304
21500	0.724362311296
22000	0.722288738504
22500	0.724882873503
23000	0.724796113136
