1	0.556476683938
101	0.573056994819
201	0.661139896373
301	0.610362694301
401	0.671502590674
500	0.662176165803
1000	0.651813471503
1500	0.665284974093
2000	0.729533678756
2500	0.743005181347
3000	0.750259067358
3500	0.754404145078
4000	0.725388601036
4500	0.734715025907
5000	0.734715025907
5500	0.757512953368
6000	0.722279792746
6500	0.762694300518
7000	0.760621761658
7500	0.768911917098
8000	0.754404145078
8500	0.754404145078
9000	0.755440414508
9500	0.766839378238
10000	0.780310880829
10500	0.751295336788
11000	0.768911917098
11500	0.756476683938
12000	0.784455958549
12500	0.789637305699
13000	0.781347150259
13500	0.764766839378
14000	0.774093264249
14500	0.768911917098
15000	0.778238341969
15500	0.783419689119
16000	0.785492227979
16500	0.778238341969
17000	0.773056994819
17500	0.778238341969
18000	0.761658031088
18500	0.786528497409
19000	0.789637305699
19500	0.781347150259
20000	0.79274611399
20500	0.79378238342
21000	0.785492227979
21500	0.787564766839
22000	0.79170984456
22500	0.781347150259
23000	0.784455958549
23500	0.788601036269
24000	0.789637305699
24500	0.79792746114
25000	0.79689119171
25500	0.79170984456
26000	0.79585492228
26500	0.788601036269
27000	0.79896373057
27500	0.788601036269
28000	0.79481865285
28500	0.789637305699
29000	0.79585492228
29500	0.79067357513
30000	0.79067357513
30500	0.79585492228
31000	0.79170984456
31500	0.79689119171
32000	0.788601036269
32500	0.79378238342
33000	0.789637305699
33500	0.79067357513
34000	0.79481865285
34500	0.789637305699
35000	0.79585492228
